source ,hyperlink ,locality ,postcode ,house_is ,property_subtype ,price ,sale ,rooms_number ,area ,kitchen_has ,furnished ,open_fire ,terrace ,terrace_area ,garden ,garden_area ,land_surface ,Swimming pool,land_plot_surface ,facades_number,swimming_pool_has ,building_state 
2,https://www.realo.be/en/rue-rimiere-105-4120-rotheux-rimiere/1197690?cl=643109546%2C50566321%2C2057869487,"Rue Rimière 105, 4120 Rotheux-Rimière, Neupré",,True,House,0,,0,0,No,No,No,No,,No,,,No,,,,No
2,https://www.realo.be/en/sint-truidensesteenweg-95a-3350-orsmaal-gussenhoven/3179523?l=377470455,"Sint-Truidensesteenweg 95A A, 3350 Orsmaal-Gussenhoven, Linter",,True,House,"



340000

									€ 340.000
					",,3,170m2,No,No,No,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/augustijnenlaan-77-2200-herentals/2453901?l=2019701452,"Augustijnenlaan 77 201, 2200 Herentals",,False,Flat,"



259000

									€ 259.000
					",,2,88m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/averbodesesteenweg-19-2230-herselt/2473822?l=481671361,"Averbodesesteenweg 19, 2230 Herselt",,True,House,"



449000

									€ 449.000
					",,4,303m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/edward-pynaertkaai-21-9050-ledeberg/4273145?l=1189710057,"Edward pynaertkaai 21, 9050 Ledeberg",,False,Flat,"



249900

									€ 249.900
					",,3,102m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/engelstraat-148-9040-sint-amandsberg/4276402?l=2004787780,Zéér RUIME Bel-etage woning met ATELIER,,True,House,"



495000

									€ 495.000
					",,3,244m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/groenplein-33-9060-zelzate/4176805?l=1537490974,"Groenplein 33 302, 9060 Zelzate",,False,Flat,"



159000

									€ 159.000
					",,2,244m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/hoogveldstraat-21-3720-kortessem/5195863?l=1854313933,"Hoogveldstraat 21 D, 3720 Kortessem",,False,Flat,"



219000

									€ 219.000
					",,3,128m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/eerste-meistraat-4-3700-tongeren/5059503,"Eerste-Meistraat 4, 3700 Tongeren",,False,Business,0,,3,128m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/roeselaarsestraat-84-8870-izegem/3741028?l=2043183736,"Roeselaarsestraat 84 8, 8870 Izegem",,False,Flat,"



247000

									€ 247.000
					",,2,125m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/meikeverstraat-12-2250-olen/2545008?l=277147317,"Meikeverstraat 12, 2250 Olen",,True,House,"



379000

									€ 379.000
					",,4,220m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/salvialaan-31-2260-oevel/2607962?l=2108776624,"Salvialaan 31, 2260 Oevel, Westerlo",,True,House,"



265000

									€ 265.000
					",,3,159m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ellestraat-26-8470-gistel/3623515?l=1390519248,"Ellestraat 26 3, 8470 Gistel",,False,Flat,"



199000

									€ 199.000
					",,2,159m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/venneweg-11-2230-herselt/2479261?l=1631982433,"Venneweg 11, 2230 Herselt, Herselt",,True,House,"



65000

									€ 65.000
					",,1,41m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/venneweg-9-2230-herselt/2479277?l=1242338668,"Venneweg 9, 2230 Herselt, Herselt",,True,House,"



55000

									€ 55.000
					",,1,66m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/leieweg-57-8510-marke/3516050?l=666946341,"Leieweg 57, 8510 Marke",,True,House,"



595000

									€ 595.000
					",,4,282m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/koningin-elisabethlei-1-2300-turnhout/5600937?l=1408283342,"Koningin elisabethlei 1 8, 2300 Turnhout",,False,Flat,"



229000

									€ 229.000
					",,2,89m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-jean-damard-37-4163-tavier/958414?l=1350437099,"Rue jean damard 37, 4163 Tavier, Anthisnes",,True,House,"



385000

									€ 385.000
					",,3,185m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/stationsstraat-29-2200-herentals/2466527?l=141650562,"Stationsstraat 29 214, 2200 Herentals",,False,Flat,"



170000

									€ 170.000
					",,1,51m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/gentse-steenweg-336-9620-leeuwergem/4015453?l=1929522342,"Gentse steenweg 336, 9620 Leeuwergem, Zottegem",,True,House,"



339000

									€ 339.000
					",,3,176m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/nijverheidstraat-40-2300-turnhout/2582439?l=644451446,"Nijverheidstraat 40, 2300 Turnhout",,True,House,"



210000

									€ 210.000
					",,3,150m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/hikstraat-48-2200-herentals/2458238?l=2039529009,"Hikstraat 48, 2200 Herentals",,True,House,"



269000

									€ 269.000
					",,4,179m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/anjelierstraat-65-9000-gent/4247253?l=511503881,"Anjelierstraat 65, 9000 Ghent, Gent",,False,Flat,"



204000

									€ 204.000
					",,2,179m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/oosterwijk-27-2260-tongerlo/2606720?l=577939561,"Oosterwijk 27, 2260 Tongerlo, Westerlo",,True,House,"



170000

									€ 170.000
					",,2,100m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/belikstraat-113-3550-zolder/4863774?l=1011632067,"Belikstraat 113, 3550 Zolder, Heusden-Zolder",,True,House,"



279000

									€ 279.000
					",,3,256m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vissersstraat-110-8380-zeebrugge/3282403?l=2063923921,"Vissersstraat 110, 8380 Zeebrugge",,True,House,"



199000

									€ 199.000
					",,3,135m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/biddersstraat-27-8000-brugge/3226783?l=607223004,"Biddersstraat 27, 8000 Brugge",,True,House,"



220000

									€ 220.000
					",,2,80m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/molenstraat-2c-9880-aalter/4187339?l=509561831,"Molenstraat 2C, 9880 Aalter",,True,House,"



339000

									€ 339.000
					",,4,210m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/oostakker-40-2290-vorselaar/2592607?l=872762351,"Oostakker 40, 2290 Vorselaar",,True,House,"



230000

									€ 230.000
					",,1,91m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pieter-de-bruynestraat-35-9300-aalst/5125577?cl=566510222%2C1399173279,"Pieter De Bruynestraat 35, 9300 Aalst",,True,House,"



450000

									€ 450.000
					",,4,222m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/oostbroekstraat-4-8650-merkem/3395556?l=122862117,"Oostbroekstraat 4, 8650 Merkem",,True,House,"



449000

									€ 449.000
					",,4,396m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pachthoevelaan-14-2180-ekeren/1884028?l=861247094,"Pachthoevelaan 14, 2180 Ekeren",,True,House,"



315000

									€ 315.000
					",,3,155m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vloeiende-5-2950-kapellen/2076921?l=1793235564,"Vloeiende 5, 2950 Kapellen",,True,House,"



355000

									€ 355.000
					",,4,170m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/grote-baan-191-3530-houthalen/4969904?l=2116834564,"Grote baan 191 2-2, 3530 Houthalen, Houthalen-Helchteren houthalen",,False,Flat,"



245000

									€ 245.000
					",,2,101m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/molenstraat-67-3600-genk/4717919?l=2003901440,"Molenstraat 67 21, 3600 Genk",,False,Flat,"



155000

									€ 155.000
					",,2,65m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/leopoldstraat-82-2280-grobbendonk/2450732?l=393691958,"Leopoldstraat 82, 2280 Grobbendonk",,True,House,"



249000

									€ 249.000
					",,2,120m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/dalstraat-9-2220-wiekevorst/2257497?l=1647305932,"Dalstraat 9, 2220 Wiekevorst, Heist-Op-Den-Berg",,True,House,"



220000

									€ 220.000
					",,4,174m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/dr.j.vermylenstraat-32-2220-heist-op-den-berg/5193921?l=1097728302,"Dr.j.vermylenstraat 32, 2220 Heist-op-den-Berg",,True,House,"



269000

									€ 269.000
					",,2,110m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/eeuwfeestlaan-150-2500-lier/2280706,"Eeuwfeestlaan 150, 2500 Lier",,False,Flat,0,,2,110m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/zelemsebaan-4-3560-meldert/4807436?l=1080483256,"Zelemsebaan 4 1.2, 3560 Meldert, Lummen",,False,Flat,"



219000

									€ 219.000
					",,2,117m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/generaal-eisenhowerlei-17-2060-borgerhout/1776841,"Generaal Eisenhowerlei 17, 2140 Borgerhout, Antwerp",,False,Flat,0,,2,117m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/voorhavenlaan-19a-9000-gent/5803287?cl=1174913802%2C600589585%2C217759516,"Voorhavenlaan 19-19A, 9000 Ghent",,False,Investment property,0,,2,117m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/sparrenweg-3-2310-rijkevorsel/2570986?l=1886905928,"Sparrenweg 3, 2310 Rijkevorsel",,True,House,"



415000

									€ 415.000
					",,4,117m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/sint-barbarhof-7-3550-heusden/4876198?l=647977534,"Sint-Barbarhof 7, 3550 Heusden",,False,Flat,"



289500

									€ 289.500
					",,2,160m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/sint-barbarahof-7-3550-heusden/4876191?l=38133701,"Sint-Barbarahof 7 11, 3550 Heusden",,False,Flat,"



189500

									€ 189.500
					",,2,92m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/sint-barbarahof-7-3550-heusden/4876170?l=904220106,"Sint-Barbarahof 7, 3550 Heusden",,True,House,"



464000

									€ 464.000
					",,4,252m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/grote-baan-7-3670-ellikom/4982518?l=2052602332,"Grote baan 7, 3670 Ellikom, Meeuwen-Gruitrode",,True,House,"



349000

									€ 349.000
					",,3,218m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pastoriestraat-41-8200-sint-andries/3266072?l=1845080045,"Pastoriestraat 41, 8200 Sint-Andries",,True,House,"



450000

									€ 450.000
					",,3,309m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/stationsplein-45-2200-herentals/6039730?l=1331547748,"Stationsplein 45 301, 2200 Herentals",,False,Flat,"



235000

									€ 235.000
					",,3,101m2,No,No,Yes,No,,Yes,,,No,,,,No
2,https://www.realo.be/en/processieweg-5b-9880-aalter/5596475?l=1080564382,"Processieweg 5B, 9880 Aalter",,True,House,"



568000

									€ 568.000
					",,2,218m2,No,No,Yes,No,,Yes,,,No,,,,No
2,https://www.realo.be/en/pylyserlaan-59-8670-koksijde/3871128?l=310858488,Charmante vakantiehuis te koop op een rustige ligging in Oostduinkerke dorp,,True,House,"



175000

									€ 175.000
					",,2,68m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/gallifortlei-69-2100-deurne/1774430?l=1634397950,"Gallifortlei 69, 2100 Deurne",,False,Flat,"



459000

									€ 459.000
					",,3,250m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/zandstraat-9-9900-eeklo/4155751?l=937286272,"Zandstraat 9, 9900 Eeklo",,True,House,"



185000

									€ 185.000
					",,4,165m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/romeins-veld-4-2840-rumst/2124995?l=277503119,"Romeins veld 4, 2840 Rumst",,True,House,"



375000

									€ 375.000
					",,4,231m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/mechelsesteenweg-225-2018-antwerp/1864638?cl=877342893%2C1501382801%2C1875920027%2C2108741258%2C36422300%2C1218363046%2C1406202064,"Mechelsesteenweg 225, 2018 Antwerp",,False,Flat,0,,4,231m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/slangenberg-117-3270-scherpenheuvel/3188718?l=1818202692,"Slangenberg 117, 3270 Scherpenheuvel, Scherpenheuvel-Zichem",,True,House,"



289000

									€ 289.000
					",,2,123m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/guido-gezellestraat-5-2260-westerlo/2602496?l=1446612220,"Guido gezellestraat 5, 2260 Westerlo",,True,House,"



250000

									€ 250.000
					",,3,157m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/fraterstraat-73-9820-merelbeke/4421006?l=224400697,"Fraterstraat 73 101, 9820 Merelbeke",,False,Flat,"



265000

									€ 265.000
					",,2,157m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/hippoliet-van-peenestraat-18-9030-mariakerke/4296425?l=1162763128,Rustig gelegen duplex appartement met garage en ruim terras,,False,Flat,"



290000

									€ 290.000
					",,3,138m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/misstraat-118-2500-koningshooikt/2288754?l=950491619,"Misstraat 118, 2500 Koningshooikt, Lier",,True,House,"



279000

									€ 279.000
					",,3,110m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/antwerpsesteenweg-137-2350-vosselaar/2594124?l=1240136474,"Antwerpsesteenweg 137, 2350 Vosselaar",,True,House,"



189000

									€ 189.000
					",,3,231m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pastorijweg-35-3454-rummen/5628599?l=848788769,"Pastorijweg 35 3, 3454 Rummen",,False,Flat,"



299000

									€ 299.000
					",,4,135m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-rimiere-105-4120-rotheux-rimiere/1197690?cl=33383741%2C607183670,"Rue Rimière 105, 4120 Rotheux-Rimière, Neupré",,True,House,0,,4,135m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/kortrijksesteenweg-170-9000-gent/4320409?l=2085521844,Polyvalent herenhuis met tuin op TOP-locatie,,True,House,"



1250000

									€ 1.250.000
					",,12,700m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/langemunt-52-9850-nevele/4441635?l=1714703094,Appartement te Nevele,,False,Flat,"



228000

									€ 228.000
					",,2,73m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/beringersteenweg-69-3520-zonhoven/4844820?l=1906601405,"Beringersteenweg 69, 3520 Zonhoven",,True,House,"



369000

									€ 369.000
					",,3,190m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/baarledorpstraat-80-9031-drongen/4251177?l=1772564763,Woning te Drongen,,True,House,"



388000

									€ 388.000
					",,3,176m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8530-harelbeke/5202817?l=1570243016,"Stasegem, 8530 Harelbeke",,True,House,"



155000

									€ 155.000
					",,4,180m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/wielewaalstraat-4-3582-koersel/4689740?l=1007786236,"Wielewaalstraat 4, 3582 Koersel, Beringen",,True,House,"



399000

									€ 399.000
					",,2,300m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/galnootlaan-12-9032-wondelgem/4282768?l=1846811093,"Galnootlaan 12, 9032 Wondelgem",,True,House,"



369000

									€ 369.000
					",,3,120m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lavendelstraat-83-9000-gent/4326027?l=906083378,"Lavendelstraat 83, 9000 Ghent, Gent",,True,House,"



299000

									€ 299.000
					",,2,90m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/vorkstraat-59-9000-gent/4384603?l=81808941,"Vorkstraat 59, 9000 Ghent, Gent",,True,House,"



259900

									€ 259.900
					",,4,70m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/slagmanstraat-9-9080-lochristi/4406975?l=1492077651,!!!!!! OPENHUISDAG ZAT. 26 SEPTEMBER A.S. VAN 10u - 12u !!!!!!,,True,House,"



599000

									€ 599.000
					",,4,180m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/frans-de-potterstraat-3-9000-gent/4281049?l=1433250598,Appartement te Gent,,False,Flat,"



215000

									€ 215.000
					",,1,40m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/rue-creybeck-2-1360-perwez/272675?l=857455315,IMMO VILLAGES,,True,House,"



165000

									€ 165.000
					",,3,40m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/tarwelaan-13-8500-kortrijk/3532328?l=943375607,"Tarwelaan 13, 8500 Kortrijk",,True,House,"



573000

									€ 573.000
					",,4,260m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pater-damiaanstraat-2-8500-kortrijk/3523783?l=1594639080,"Pater damiaanstraat 2, 8500 Kortrijk",,True,House,"



1075000

									€ 1.075.000
					",,4,343m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/gryspeerdts-hof-4-8800-roeselare/3767303?l=1980160163,"Gryspeerdts hof 4, 8800 Roeselare",,True,House,"



380000

									€ 380.000
					",,4,343m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/kaprijkestraat-2-9000-gent/4309200?l=1023005877,"Kaprijkestraat 2, 9000 Ghent, Gent",,True,House,"



219000

									€ 219.000
					",,2,343m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/poststraat-42-8560-gullegem/3595563?l=39340417,"Poststraat 42, 8560 Gullegem, Wevelgem",,False,Flat,"



176500

									€ 176.500
					",,1,66m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/kerkweg-1-8800-oekene/3773999?l=33234911,"Kerkweg 1, 8800 Oekene, Roeselare",,True,House,"



855920

									€ 855.920
					",,4,369m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/bessemerstraat-257-3620-lanaken/5035242?l=674877964,"Bessemerstraat 257, 3620 Lanaken",,True,House,"



180000

									€ 180.000
					",,4,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/pelikaanlaan-7-8434-middelkerke/5713852?l=367416331,"Pelikaanlaan 7 0301, 8434 Middelkerke, Westende",,False,Flat,"



229900

									€ 229.900
					",,2,74m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8434-westende/5203278?l=1492403162&cl=2125254166%2C980736149%2C1060638670%2C1742803227%2C180540257%2C947247065%2C114323318%2C872644419%2C1414389764%2C203340608%2C793245847%2C388866058%2C1652262950%2C362544695%2C1568709660,"Joseph matthieulaan 3, 8434 Westende",,False,Newbuild project,0,,2,From 52m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/8300-knokke/5202370?l=117946904,"Bronlaan - Het Zoute, 8300 Knokke, Knokke-Zoute",,False,Flat,"
									No price available
					",,4,165m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/kustlaan-158-8300-knokke/3356561?l=1623997479,"Kustlaan 158, 8300 Knokke, Knokke-Zoute",,False,Flat,"



1995000

									€ 1.995.000
					",,2,161m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/9300-aalst/5203951?l=2114601512,"Bosveld, 9300 Aalst, Aalst (9300)",,True,House,"



289000

									€ 289.000
					",,3,189m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/carnotstraat-97-2140-antwerpen/5387790?l=1642886139,"Carnotstraat 97 101, 2140 Antwerpen",,False,Flat,"



219000

									€ 219.000
					",,2,189m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ossenblokstraat-18-2140-borgerhout/1880066?l=199971563,"Ossenblokstraat 18, 2140 Borgerhout",,True,House,"



475000

									€ 475.000
					",,3,140m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/markgravenstraat-170-2200-herentals/5708820?l=1138317135,"Markgravenstraat 170 C, 2200 Herentals",,False,Flat,"



179000

									€ 179.000
					",,3,98m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/tongerlostraat-10-3960-opitter/4892225?l=1363734708,"Tongerlostraat 10, 3960 Opitter, Bree",,True,House,"



219000

									€ 219.000
					",,4,125m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/processiestraat-40-8480-eernegem/3631819?l=2094365684,"Processiestraat 40, 8480 Eernegem",,True,House,"



219000

									€ 219.000
					",,3,125m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/de-smet-de-naeyerlaan-10-8420-wenduine/3707643?l=1355652897,"De smet de naeyerlaan 10, 8420 Wenduine, De haan",,False,Flat,"



285000

									€ 285.000
					",,2,125m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/emiel-van-roeystraat-4-2310-rijkevorsel/2567513?l=298419348,"Emiel van Roeystraat 4, 2310 Rijkevorsel",,True,House,"



1475000

									€ 1.475.000
					",,4,533m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/landjuweelstraat-2-9050-ledeberg/4324467?l=1308276258,"Landjuweelstraat 2, 9050 Ledeberg",,True,House,"



430000

									€ 430.000
					",,4,240m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/eendrachtstraat-121-9000-ghent/4274064?l=2056848159,"Eendrachtstraat 121, 9000 Ghent, Gent",,True,House,"



475000

									€ 475.000
					",,3,269m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lange-munte-57-9860-scheldewindeke/4447437?l=2019044336,"Lange munte 57, 9860 Scheldewindeke",,True,House,"



224900

									€ 224.900
					",,2,0,No,No,No,No,,No,,,No,,,,No
2,https://www.realo.be/en/wildlaan-27-3910-neerpelt/4937778?l=1638641721,"Wildlaan 27, 3910 Neerpelt",,True,House,"



795000

									€ 795.000
					",,5,400m2,No,No,No,No,,No,,,No,,,,No
2,https://www.realo.be/en/maaltebruggestraat-273-9000-ghent/4331166?l=1308225297,"Maaltebruggestraat 273, 9000 Ghent",,True,House,"



378000

									€ 378.000
					",,4,160m2,No,No,No,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/diestsestraat-98-3270-scherpenheuvel/3181274?l=734271578,"Diestsestraat 98, 3270 Scherpenheuvel, Scherpenheuvel-Zichem",,True,House,"
									No price available
					",,4,312m2,No,No,No,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/dorpsstraat-212-3900-overpelt/4939424?l=1458460556,"Dorpsstraat 212 6, 3900 Overpelt",,False,Flat,"



219000

									€ 219.000
					",,2,98m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/leuvenselaan-433-3300-tienen/3155545?l=2084581479,"Leuvenselaan 433, 3300 Tienen",,True,House,"



325000

									€ 325.000
					",,3,183m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/kapelstraat-17-3350-orsmaal-gussenhoven/3178035?l=37432425,"Kapelstraat 17, 3350 Orsmaal-Gussenhoven, Linter",,True,House,"



425000

									€ 425.000
					",,3,247m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/kroonstraat-45-2500-lier/2285077?l=610426408,"Kroonstraat 45, 2500 Lier",,False,Flat,"



249000

									€ 249.000
					",,2,89m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/musketstraat-11-2200-herentals/2462444?l=1664752958,"Musketstraat 11, 2200 Herentals",,True,House,"



255000

									€ 255.000
					",,3,180m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/lange-lobroekstraat-244-2060-antwerp/1846862?l=1053208287,"Lange lobroekstraat 244, 2060 Antwerp, Antwerpen",,True,House,"



289000

									€ 289.000
					",,6,205m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/baarledorpstraat-82a-9031-drongen/4251138?l=1041902893,Woning te Drongen,,True,House,"



417750

									€ 417.750
					",,4,205m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/dorpstraat-121-9800-astene/5194742?l=1325241654,"Dorpstraat 121, 9800 Astene",,True,House,"



299000

									€ 299.000
					",,3,152m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/bollostraat-2-2220-heist-op-den-berg/2256290?l=957982746,"Bollostraat 2 a, 2220 Heist-op-den-Berg",,True,House,"



635000

									€ 635.000
					",,7,347m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/stationsplein-21-2440-geel/2443597?l=2080487931,"Stationsplein 21, 2440 Geel",,False,Flat,"



174000

									€ 174.000
					",,2,90m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/tramstraat-74-2300-turnhout/2588285?l=1183855519&cl=2016077298%2C528245751,"Tramstraat 74, 2300 Turnhout",,False,Newbuild project,0,,2,From 69m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/evergemsesteenweg-129-9032-wondelgem/4277191?l=1633948846&cl=1622086287%2C339815155%2C110241881%2C1300187790%2C908446869%2C332547728%2C1570554943%2C1893089840%2C1656996257%2C951054841%2C718235534%2C1898555837%2C215654545,"Papenstraat, 9190 Kemzeke, Stekene",,False,Newbuild project,0,,2,From 69m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/ijskelderstraat-21-9000-gent/4301881?l=688000657,"Ijskelderstraat 21, 9000 Ghent, Gent",,True,House,"



279900

									€ 279.900
					",,4,142m2,No,No,Yes,No,,Yes,,,Yes,,,,No
2,https://www.realo.be/en/frank-craeybeckxlaan-16-2100-deurne/1766937?l=1245611376,"Frank craeybeckxlaan 16 4, 2100 Deurne",,False,Flat,"



205000

									€ 205.000
					",,3,107m2,No,No,Yes,No,,Yes,,,Yes,,,,No
